user_pseudo_id,event_dates,event_timestamp,transaction_id,product_names,product_ids,item_revenue_mapped_to_names,item_revenue_mapped_to_ids,total_item_quantity,product_category,product_category_2,product_color,country,region,city,device_category,brand_name,model_name,traffic_source_name,traffic_source_medium,traffic_source_source,ecommerce_purchase_revenue,ecommerce_refund_value,ecommerce_shipping_value,ecommerce_tax_value
2086477381.1708870627,28-02-2024,1709117424699619,8000142070,Suhani Straight Co-ords Set,8907641565290,Suhani Straight Co-ords Set:3090,8907641565290:3090,1,Co-ords,All Clothing,pink,India,Tamil Nadu,Chennai,mobile,Samsung,SM-A226B,(direct),(none),(direct),1545.0,,0.0,0.0
1016373547.1708969654,28-02-2024,1709094324460850,8000142055,Naksh Black Co-ord Set,8905134993872,Naksh Black Co-ord Set:4490,8905134993872:4490,1,Co-ords,All Clothing,black,India,Gujarat,Ahmedabad,mobile,OnePlus,KB2001,(direct),(none),(direct),4490.0,,0.0,0.0
2080741504.1709134567,28-02-2024,1709135641201614,8000142103,"Forest Waves Co-ords Set, Summer In The Sky Co-ords Set","8905724368684, 8905724369704","Forest Waves Co-ords Set:2790, Summer In The Sky Co-ords Set:2990","8905724368684:2990, 8905724369704:2790",2,"Co-ords, Black Friday Sale","Sale, All Clothing",green,India,Delhi,Delhi,mobile,Realme,RMX3085,(direct),(none),(direct),2601.0,,0.0,0.0
33752790.1708681889,28-02-2024,1709135128278746,8000142078,"White Solid Straight Set-2, Silver Brass Earring","8905724391361, 8905724154850","White Solid Straight Set-2:3490, Silver Brass Earring:799","8905724154850:799, 8905724391361:3490",2,"Jewellery, Kurta Sets","Kurtas &amp; Kurta Sets, All Accessories",white,India,West Bengal,Kolkata,mobile,Apple,iPhone,(direct),(none),(direct),2345.0,,0.0,0.0
1803583924.1668365465,28-02-2024,1709113781579281,8000141998,"Gulbagh flared tunic, The Kali Kurta, White Solid Straight Bottom, Green Solid Embroidered Straight Top","8905724011535, 8905724372810, 8905724251542, 8905724208133","White Solid Straight Bottom:1499, The Kali Kurta:1990, Green Solid Embroidered Straight Top:2299, Gulbagh flared tunic:1990","8905724208133:1499, 8905724372810:1990, 8905724011535:2299, 8905724251542:1990",4,"Tops, Bottoms, Kurtas","Kurtas &amp; Kurta Sets, All Clothing",white,India,Bihar,Patna,mobile,OnePlus,CPH2381,(direct),(none),(direct),3890.0,,0.0,0.0
313509075.1708915785,28-02-2024,1709122706568456,8000142101,"Basant Blooms Kurta Set, Saj Fit And Flare Kurta, Maushumi Skirt Set, Maira Co-ords Set, Embroidered Viscose Kurta, Chandan Kurta Set, White Floral Smocking Fit And Flare Gown","8905724371882, 8905724371141, 8905724371820, 8905724370601, 8905724181504, 8905724376542, 8905724415814","Embroidered Viscose Kurta:3990, Basant Blooms Kurta Set:4590, Maira Co-ords Set:4890, Chandan Kurta Set:6590, White Floral Smocking Fit And Flare Gown:3299, Saj Fit And Flare Kurta:3590, Maushumi Skirt Set:3990","8905724370601:4890, 8905724371820:4590, 8905724371882:6590, 8905724376542:3590, 8905724371141:3990, 8905724415814:3990, 8905724181504:3299",7,"New Arrivals, Kurtas, Kurta Sets, Dresses, Celebratory Must-Haves","Women, Kurtas &amp; Kurta Sets, Collections, All Clothing",mustard,India,Maharashtra,Mumbai,mobile,OnePlus,CPH2423,(direct),(none),(direct),29290.0,,0.0,0.0
1092795401.1708292816,28-02-2024,1709107419947572,8000142065,Emerald Hues kurta Set,8905724294730,Emerald Hues kurta Set:5590,8905724294730:5590,1,Kurta Sets,Kurtas &amp; Kurta Sets,green,India,Karnataka,Bengaluru,desktop,Apple,Safari,(organic),organic,google,2515.0,,0.0,0.0
1187797789.1709103819,28-02-2024,1709105464829898,8000141996,Naksh Black Co-ord Set,8905134993858,Naksh Black Co-ord Set:4490,8905134993858:4490,1,Co-ords,All Clothing,black,India,Maharashtra,Mumbai,desktop,Google,Chrome,(organic),organic,google,4490.0,,0.0,0.0
117292615.1709046148,28-02-2024,1709065162964806,8000142054,Floral Fun Cotton Short Dress,8905724413605,Floral Fun Cotton Short Dress:2590,8905724413605:2590,1,Dresses,All Clothing,green,India,Maharashtra,Pune,mobile,Apple,iPhone,(organic),organic,google,2331.0,,0.0,0.0
355919042.1709094309,28-02-2024,1709094855018546,8000142056,Teal Solid Flared Jump Suit,8905134848615,Teal Solid Flared Jump Suit:3099,8905134848615:3099,1,Co-ords,All Clothing,teal,India,Maharashtra,Pune,desktop,Google,Chrome,(organic),organic,google,1550.0,,0.0,0.0
68194765.1705768060,28-02-2024,1709124292052362,8000142074,The Queen Bee Dress,"8905724373473, 8905724373480",The Queen Bee Dress:2590,"8905724373473:2590, 8905724373480:2590",2,Dresses,All Clothing,green,India,Haryana,Faridabad,desktop,Apple,Safari,(organic),organic,google,2590.0,,0.0,0.0
625491647.1709110200,28-02-2024,1709111654232738,8000142067,"Fire Of Forest Set, All About Aqua Co-ords Set","8905724375576, 8905724368974","Fire Of Forest Set:2990, All About Aqua Co-ords Set:2890","8905724375576:2990, 8905724368974:2890",2,Women,End of Season Sale,aqua,India,Maharashtra,Pune,mobile,Xiaomi,Redmi Note 7 Pro,(organic),organic,google,2646.0,,0.0,0.0
1481043697.1709058575,28-02-2024,1709059373217015,8000142053,"Gulabi Geet Co-ords Set, Kamal Front-Slit Maxi Dress","8907641568031, 8905724362088","Gulabi Geet Co-ords Set:2590, Kamal Front-Slit Maxi Dress:2990","8905724362088:2990, 8907641568031:2590",2,"Dresses, Black Friday Sale","Sale, All Clothing",pink,India,Karnataka,Bengaluru,mobile,OnePlus,CPH2467,(organic),organic,google,2511.0,,0.0,0.0
151306131.1709141222,28-02-2024,1709142738200717,8000142084,"Solid Curved Kurta, White Solid Embroidered Straight Bottom","8905724003073, 8905724017414","White Solid Embroidered Straight Bottom:1999, Solid Curved Kurta:1799","8905724017414:1799, 8905724003073:1999",2,"Bottoms, Kurtas","All Clothing, Kurtas &amp; Kurta Sets",white,India,Delhi,Delhi,mobile,Motorola,Moto G73 5G,(organic),organic,google,1548.0,,0.0,0.0
1430332910.1709101479,28-02-2024,1709127117861327,8000142076,"Indigo Lights Set, The Queen Bee Dress","8905724006524, 8905724373503","The Queen Bee Dress:2590, Indigo Lights Set:4499","8905724006524:4499, 8905724373503:2590",2,"Dresses, Kurta Sets","All Clothing, Kurtas &amp; Kurta Sets",green,India,Maharashtra,Mumbai,desktop,Google,Chrome,(organic),organic,google,3545.0,,0.0,0.0
994042898.1709116936,28-02-2024,1709126887709263,8000142102,"In The Limelight Co-ords Set, Forest Waves Co-ords Set","8905724297410, 8905724369711","Forest Waves Co-ords Set:2790, In The Limelight Co-ords Set:3790","8905724369711:2790, 8905724297410:3790",2,"Women, Co-ords","All Clothing, End of Season Sale",green,India,Odisha,Balasore,mobile,Apple,iPhone,(organic),organic,google,3290.0,,0.0,0.0
1230749682.1709137831,28-02-2024,1709140304960265,8000142082,"Ethnic Motifs Pink Set, Pink Alloy Ring, Pink Alloy Stone Beads and Pearls Earring","8905134903123, 8905724153655, 8905724539664","Pink Alloy Ring:799, Ethnic Motifs Pink Set:6990, Pink Alloy Stone Beads and Pearls Earring:999","8905724153655:999, 8905724539664:6990, 8905134903123:799",3,"Kurta Sets, Jewellery","All Accessories, Kurtas &amp; Kurta Sets",rose pink,India,Delhi,Delhi,mobile,Apple,iPhone,(organic),organic,google,8340.0,,0.0,0.0
196690588.1709068903,28-02-2024,1709073520503420,8000141987,"Green Solid Embroidered Straight Top, Lilac Solid Embroidered Straight Top, Dark Pink Solid Embroidered Straight Top, Navy Solid Embroidered Straight Kurta, White Solid Straight Bottom, Teal Floral Flared Top, Gulabo kurta, Green Solid Gathered Straight Tunic, Pop Of Pink top, Coral Solid Embroidered Straight Kurta","8905724011528, 8905724011658, 8905724009662, 8905724374326, 8905724005947, 8905724014888, 8905724013980, 8905724015427, 8905134848714, 8905724015724","Dark Pink Solid Embroidered Straight Top:2299, Coral Solid Embroidered Straight Kurta:2799, Navy Solid Embroidered Straight Kurta:2399, Green Solid Embroidered Straight Top:2299, Gulabo kurta:2190, Green Solid Gathered Straight Tunic:2299, Lilac Solid Embroidered Straight Top:2299, Pop Of Pink top:2499, White Solid Straight Bottom:2199, Teal Floral Flared Top:4598","8905724011658:2299, 8905724005947:2399, 8905724011528:2299, 8905134848714:4598, 8905724015427:2299, 8905724014888:2799, 8905724009662:2499, 8905724374326:2190, 8905724013980:2299, 8905724015724:2199",11,"Kurtas, Bottoms, Tops","All Clothing, Kurtas &amp; Kurta Sets",white,Luxembourg,,Luxembourg,tablet,Apple,iPad,(organic),organic,google,14044.0,,0.0,0.0
199323261.1709100560,28-02-2024,1709101192642278,8000141994,The Electric Indigo Set,8905724531095,The Electric Indigo Set:6490,8905724531095:6490,1,Kurta Sets,Kurtas &amp; Kurta Sets,blue,India,Maharashtra,Mumbai,mobile,Apple,iPhone 13,(referral),referral,l.instagram.com,6490.0,,0.0,0.0
720023637.1709115592,28-02-2024,1709115772522151,8000142069,Summer Lovin’ Dress,8905134984894,Summer Lovin’ Dress:4490,8905134984894:4490,1,Dresses,All Clothing,white,India,Gujarat,Surat,mobile,Apple,iPhone 13,ANS 2024 | TOF | Feed Categorywise Audience,Dress & Jumpsuit Feed (Mixed),FB Ads,4490.0,,0.0,0.0
1805375443.1714102457,26-04-2024,1714102910945120,8000144161,Gold Scarf,8905724288135,Gold Scarf:1199,8905724288135:1199,1,Scarves &amp; Stoles,New Accessories,null,Australia,Victoria,Melbourne,mobile,Samsung,SM-S906E,(organic),organic,google,1299.0,,100.0,0.0
2084152774.1712459911,26-04-2024,1714114740405149,8000144163,Happy Go Lucky dress,8905724373862,Happy Go Lucky dress:2590,8905724373862:2590,1,Dresses,All Clothing,pink,India,West Bengal,Kolkata,mobile,Vivo,V2303,ANS 2024 | TOF | Feed Categorywise Audience,Kurtas & Kurta Sets Feed - (Mixed),FB Ads,2590.0,,0.0,0.0
184883240.1714150614,26-04-2024,1714151571687781,8000144222,"Festive Halter Neck Ethnic Motifs Skirt Set, Neena Maxi Dress","8907641550548, 8907641588176","Festive Halter Neck Ethnic Motifs Skirt Set:4990, Neena Maxi Dress:3490","8907641588176:3490, 8907641550548:4990",2,"Celebratory Must-Haves, Dresses","Collections, All Clothing",lime,India,Delhi,Delhi,desktop,Apple,Safari,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,8480.0,,0.0,0.0
685744188.1698475505,26-04-2024,1714145844641303,8000144219,"White Floral Curved Dress, Sage Green Floral Flared Dress","8905134640318, 8905134637196","White Floral Curved Dress:3299, Sage Green Floral Flared Dress:3899","8905134640318:3299, 8905134637196:3899",2,Dresses,All Clothing,white,United States,Illinois,Glendale Heights,desktop,Google,Chrome,(organic),organic,google,2880.0,,0.0,0.0
1812055546.1714095525,26-04-2024,1714096651888458,8000144214,"Blue Floral Tie-Ups Kurta, Pink Viscose Top","8905724426810, 8905134849162","Blue Floral Tie-Ups Kurta:3299, Pink Viscose Top:1690","8905724426810:1690, 8905134849162:3299",2,"Tops, Kurtas","Kurtas &amp; Kurta Sets, All Clothing",blue,India,Uttar Pradesh,Lucknow,mobile,,,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,3010.0,,0.0,0.0
1005852475.1714108269,26-04-2024,1714128143829505,8000144165,"White Solid Embroidered Straight Bottom, Minimalist A-line Top","8905724003059, 8905724390975","Minimalist A-line Top:1990, White Solid Embroidered Straight Bottom:1999","8905724390975:1990, 8905724003059:1999",2,"Bottoms, Tops",All Clothing,white,India,Haryana,Gurugram,desktop,Google,Chrome,(direct),(none),(direct),1596.0,,0.0,0.0
386754698.1714129227,26-04-2024,1714130750564288,8000144217,"The Queen Bee Dress, White Solid Straight Bottom","8905724208164, 8905724373497","White Solid Straight Bottom:1499, The Queen Bee Dress:2590","8905724208164:1499, 8905724373497:2590",2,"Dresses, Bottoms",All Clothing,green,India,Goa,Aradi Socorro,mobile,OnePlus,CPH2491,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,2045.0,,0.0,0.0
32627889.1714021346,25-04-2024,1714021730135132,8000144151,Ikat Inspired Blue Co-ord,8905134994459,Ikat Inspired Blue Co-ord:5490,8905134994459:5490,1,Co-ords,All Clothing,blue,India,Maharashtra,Mumbai,mobile,Apple,iPhone,(direct),(none),(direct),4941.0,,0.0,0.0
1768470374.1706857380,25-04-2024,1714013866708953,8000144208,Dark Green Floral Straight Set-2,8905724234576,Dark Green Floral Straight Set-2:4999,8905724234576:4999,1,Black Friday Sale,Sale,green,India,Karnataka,Bengaluru,mobile,Google,Pixel 6,(direct),(none),(direct),2500.0,,0.0,0.0
797465736.1713709867,25-04-2024,1714058566299142,8000144158,Batik Warli Inspired Tunic,8905134993759,Batik Warli Inspired Tunic:2790,8905134993759:2790,1,Kurtas,Kurtas &amp; Kurta Sets,black,India,Karnataka,Bengaluru,mobile,Apple,iPhone,(direct),(none),(direct),2790.0,,0.0,0.0
933754875.1714051991,25-04-2024,1714052929861634,8000144156,Pink Footwear,8905134974406,Pink Footwear:2299,8905134974406:2299,1,Accessories upto 50% Off,Sale,pink,India,Maharashtra,Mumbai,desktop,Google,Chrome,(direct),(none),(direct),1250.0,,100.0,0.0
1619780878.1713794398,25-04-2024,1714037213200658,8000144153,Ikat Inspired Cotton Shirt,8905724413506,Ikat Inspired Cotton Shirt:1990,8905724413506:1990,1,Tops,All Clothing,blue,India,Uttar Pradesh,Muzaffarnagar,mobile,Apple,iPhone,ANS+2024+|+MOF+|+Feed+Only+Remarketing,Remarketing+Audiences+-+(Non+Discounted),FB+Ads,1990.0,,0.0,0.0
1206576608.1714063062,25-04-2024,1714063119958327,8000144119,"Kusum Printed Kurta Top, Connecting Dots Straight Top","8905724367793, 8905724254222","Connecting Dots Straight Top:1790, Kusum Printed Kurta Top:1790","8905724254222:1790, 8905724367793:1790",2,Tops,All Clothing,pink,India,Delhi,New Delhi,mobile,Apple,iPhone,(direct),(none),(direct),1611.0,,0.0,0.0
1188902706.1669697523,25-04-2024,1713986254187932,8000144150,"Sunshine Yellow Kurta, White Floral Flared Suit, Gulabo kurta","8905724374333, 8905134640493, 8905724391071","White Floral Flared Suit:7299, Gulabo kurta:2190, Sunshine Yellow Kurta:1890","8905724391071:1890, 8905724374333:2190, 8905134640493:7299",3,"Women, Kurtas","End of Season Sale, Kurtas &amp; Kurta Sets",white,India,Telangana,Hyderabad,mobile,Samsung,SM-A226B,TRG_GD_CLMP2_Girl_Repeat_Purchase_omni_30032023,SMS,SFMC,4960.0,,0.0,0.0
1151121972.1713585573,25-04-2024,1714038740172406,8000144154,"Marigold Slip-On Dress, Abstract floral co-ord, Festive Green Geometric Printed Viscose Jumpsuit, Aasman Shrug Set, Ishika Floral Co-ords Set, Solid Embroidered Straight Tunic, Blushing Pinks Co-ords Set","8905724342530, 8907641579778, 8905724374944, 8905724017315, 8905724370250, 8905724593581, 8905724539794","Marigold Slip-On Dress:2290, Abstract floral co-ord:4490, Solid Embroidered Straight Tunic:2190, Aasman Shrug Set:6490, Blushing Pinks Co-ords Set:2890, Ishika Floral Co-ords Set:2790, Festive Green Geometric Printed Viscose Jumpsuit:4490","8905724593581:4490, 8905724370250:6490, 8905724017315:2190, 8905724374944:2290, 8907641579778:2790, 8905724539794:4490, 8905724342530:2890",7,"Tops, Women, Dresses, Co-ords, Jumpsuits","All Clothing, End of Season Sale",blue,India,Uttar Pradesh,Muzaffarnagar,mobile,Apple,iPhone,(direct),(none),(direct),17305.0,,0.0,0.0
315572217.1709388048,31-03-2024,1711894675853633,8000143316,Coral Floral Straight Set,8905724103469,Coral Floral Straight Set:4499,8905724103469:4499,1,Kurta Sets,Kurtas &amp; Kurta Sets,coral,United States,Texas,Allen,mobile,Samsung,SM-S908U,(organic),organic,google,2250.0,,0.0,0.0
370225215.1711867629,31-03-2024,1711870737082460,8000143308,Moody Tones Co-ords Set,8905724375477,Moody Tones Co-ords Set:2590,8905724375477:2590,1,Co-ords,All Clothing,blue,India,Karnataka,Bengaluru,mobile,Vivo,V2145,(direct),(none),(direct),1395.0,,100.0,0.0
1251094234.1711642548,31-03-2024,1711884483467920,8000143313,The Shehzaadi Dress,8905724539213,The Shehzaadi Dress:4490,8905724539213:4490,1,Dresses,All Clothing,black,India,Odisha,Dhenkanal,mobile,Apple,iPhone,ADH_GD_SS24_OccassionWear_Catalogue_DORMANT_OMNI_SMS_WK52_29032024,SMS,SFMC,4490.0,,0.0,0.0
1251094234.1711642548,31-03-2024,1711884659290070,8000143314,The Shehzaadi Dress,8905724539213,The Shehzaadi Dress:4490,8905724539213:4490,1,Dresses,All Clothing,black,India,Odisha,Dhenkanal,mobile,Apple,iPhone,ADH_GD_SS24_OccassionWear_Catalogue_DORMANT_OMNI_SMS_WK52_29032024,SMS,SFMC,4490.0,,0.0,0.0
1248315952.1711895241,31-03-2024,1711895959157069,8000143317,Aqua Floral Flared Dress,8905134634058,Aqua Floral Flared Dress:2899,8905134634058:2899,1,Dresses,All Clothing,aqua,India,Tamil Nadu,Chennai,desktop,Microsoft,Edge,(organic),organic,bing,1550.0,,100.0,0.0
1225761912.1711856181,31-03-2024,1711856674717901,8000143304,Yellow Embroidered Jumpsuit,8905724539169,Yellow Embroidered Jumpsuit:4490,8905724539169:4490,1,Jumpsuits,All Clothing,mustard,India,Gujarat,Mehsana,mobile,Apple,iPhone,(direct),(none),(direct),4490.0,,0.0,0.0
144449174.1711276246,31-03-2024,1711905371918157,8000143409,Flower Power Crop Co-Ord,8905724415104,Flower Power Crop Co-Ord:3290,8905724415104:3290,1,Co-ords,All Clothing,lime,India,Tamil Nadu,Sivakasi,mobile,Apple,iPhone,(organic),organic,google,3290.0,,0.0,0.0
96520993.1711883939,31-03-2024,1711885057369534,8000143315,Mustard Embroidered Co-ords Set,8905724234705,Mustard Embroidered Co-ords Set:3699,8905724234705:3699,1,Black Friday Sale,Sale,mustard,India,Maharashtra,Mumbai,mobile,Apple,iPhone 14 Pro Max,(referral),referral,l.instagram.com,1850.0,,0.0,0.0
1022920214.1711867332,31-03-2024,1711870943141052,8000143405,"Twilight Waters Blouson Top, Abstract Floral Print Viscose Top","8905724369643, 8905724410710","Abstract Floral Print Viscose Top:1990, Twilight Waters Blouson Top:2090","8905724410710:1990, 8905724369643:2090",2,Tops,All Clothing,blue,India,Rajasthan,Kota,desktop,Google,Chrome,(organic),organic,google,3035.0,,0.0,0.0
790215616.1711856830,31-03-2024,1711875770347718,8000143310,"Pink Floral Flared Gown, Teal Solid Flared Jump Suit","8905134848639, 8905134976554","Pink Floral Flared Gown:3099, Teal Solid Flared Jump Suit:3099","8905134976554:3099, 8905134848639:3099",2,"Co-ords, Dresses",All Clothing,teal,Singapore,,Singapore,mobile,Apple,iPhone,(direct),(none),(direct),3100.0,,0.0,0.0
862571229.1699638738,31-03-2024,1711873590989116,8000143406,"Ethnic Motif Printed Black Viscose Kurta, Mustard Floral Embellished Suit","8905134634010, 8905724574610","Mustard Floral Embellished Suit:6499, Ethnic Motif Printed Black Viscose Kurta:2490","8905134634010:6499, 8905724574610:2490",2,"Kurta Sets, Kurtas",Kurtas &amp; Kurta Sets,mustard,India,Kerala,Kochi,mobile,Motorola,Moto G84 5G,Global Desi - Performance max | Sales  | Girls | (TROAS-500),cpc,google,5740.0,,0.0,0.0
1600860974.1711515682,31-03-2024,1711824797660567,8000143302,"Blue Floral Flared Tunic, Off white Viscose Blend Wide Leg Pants, Lilac Embroidered Kurta, Off White Embroidered Viscose Top, Warli Inspired Brick Red Viscose Kurta Set","8905724451836, 8905724585135, 8905724565564, 8905724489389, 8905134657316","Off white Viscose Blend Wide Leg Pants:23, Off White Embroidered Viscose Top:31, Warli Inspired Brick Red Viscose Kurta Set:53, Lilac Embroidered Kurta:40, Blue Floral Flared Tunic:31","8905724489389:40, 8905134657316:31, 8905724565564:53, 8905724451836:31, 8905724585135:23",5,"Kurtas, Tops, Casual Wear, Kurta Sets","All Clothing, Kurtas &amp; Kurta Sets, Collections",off white,United States,Washington,Bellingham,mobile,Apple,iPhone,(direct),(none),(direct),163.0,,0.0,0.0
1046250761.1711856023,31-03-2024,1711862410987520,8000143305,"Lavender Ethnic Motifs Straight Tunic, Indigo Solid Straight Top, Ikat Inspired Pink Viscose Top, Daisy Days Top, Dark Blue Ethnic Motifs Flared Top, Twilight Waters Blouson Top, Pink Solid Embroidered Straight Top, Aqua Solid Straight Top, Wine Solid Straight Top, Yellow Solid Embroidered Straight Top","8905724221088, 8905724231698, 8905134639756, 8905724598586, 8905724375705, 8905724015328, 8905724369643, 8905134927440, 8905134927204, 8905724008900","Aqua Solid Straight Top:28, Lavender Ethnic Motifs Straight Tunic:26, Twilight Waters Blouson Top:28, Indigo Solid Straight Top:31, Ikat Inspired Pink Viscose Top:26, Yellow Solid Embroidered Straight Top:31, Pink Solid Embroidered Straight Top:31, Wine Solid Straight Top:31, Dark Blue Ethnic Motifs Flared Top:23, Daisy Days Top:28","8905134927204:31, 8905724375705:28, 8905724598586:26, 8905724008900:31, 8905724015328:31, 8905724369643:28, 8905134639756:23, 8905134927440:31, 8905724231698:28, 8905724221088:26",10,Tops,All Clothing,pink,Singapore,,Singapore,mobile,Apple,iPhone,(organic),organic,google,171.0,,0.0,0.0
1088924893.1713868555,23-04-2024,1713869259643863,8000144126,"Ethnic Motif Printed Pink Viscose Kurta Set, Pink Geometric Print Viscose Kurta Set","8905724480911, 8905724409868","Pink Geometric Print Viscose Kurta Set:9990, Ethnic Motif Printed Pink Viscose Kurta Set:3590","8905724480911:9990, 8905724409868:3590",2,Kurta Sets,Kurtas &amp; Kurta Sets,pink,India,Tamil Nadu,Karur,mobile,Apple,iPhone,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,13580.0,,0.0,0.0
128068131.1713870055,23-04-2024,1713887369829630,8000144088,"White Solid Straight Bottom, Off White Solid Curved Bottom, Off White Solid Lace Bottom","8905134638964, 8905724199820, 8905134634102","Off White Solid Curved Bottom:2499, White Solid Straight Bottom:2699, Off White Solid Lace Bottom:2199","8905134634102:2499, 8905724199820:2199, 8905134638964:2699",3,Bottoms,All Clothing,white,India,Jharkhand,Dhanbad,mobile,Apple,iPhone,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,7397.0,,0.0,0.0
2073960649.1713853396,23-04-2024,1713853917337282,8000144125,Off White Footwear,8905134974543,Off White Footwear:1999,8905134974543:1999,1,Footwear,All Accessories,off white,India,Tamil Nadu,Chennai,desktop,Google,Chrome,(organic),organic,google,1100.0,,100.0,0.0
398494191.1713751073,23-04-2024,1713844704975890,8000144124,"Gold Scarf, Harmoni Palazzo","8905724288128, 8905724326332","Gold Scarf:899, Harmoni Palazzo:1790","8905724288128:899, 8905724326332:1790",2,"Scarves &amp; Stoles, Bottoms","All Clothing, New Accessories",gold,Australia,New South Wales,Sydney,desktop,Google,Chrome,(organic),organic,google,2689.0,,0.0,0.0
1016061302.1706630932,30-01-2024,1706632683759477,8000140325,Black Geometric Curved Tunic,8905134657033,Black Geometric Curved Tunic:2699,8905134657033:2699,1,Tops,All Clothing,black,India,West Bengal,Baranagar,mobile,OPPO,CPH1609,(organic),organic,google,1315.0,,100.0,0.0
1485702865.1706605118,30-01-2024,1706616564585630,8000140269,Sage Green Geometric Flared Suit,8905134647416,Sage Green Geometric Flared Suit:2899,8905134647416:2899,1,Sets,All Clothing,sage green,India,Maharashtra,Mumbai,mobile,Apple,iPhone,(organic),organic,google,1260.0,,100.0,0.0
656936739.1706620576,30-01-2024,1706637160509480,8000140280,Seafarer Maxi Set,8905724368523,Seafarer Maxi Set:3590,8905724368523:3590,1,Kurta Sets,Kurtas &amp; Kurta Sets,blue,India,Gujarat,Ahmedabad,mobile,Apple,iPhone,(direct),(none),(direct),1795.0,,0.0,0.0
344384336.1705503446,30-01-2024,1706627972935301,8000140323,"Off White Foil Print Flared Set of 2, Barkha Maxi","8905724177033, 8907641543298","Off White Foil Print Flared Set of 2:3999, Barkha Maxi:3590","8907641543298:3590, 8905724177033:3999",2,"Kurta Sets, Dresses","Kurtas &amp; Kurta Sets, All Clothing",green,India,Mizoram,Lunglei,mobile,Apple,iPhone,(direct),(none),(direct),3055.0,,0.0,0.0
1326328268.1704035693,30-01-2024,1706617366725128,8000140270,Naksh Black Co-ord Set,8905134993865,Naksh Black Co-ord Set:4490,8905134993865:4490,1,Co-ords,All Clothing,black,India,Telangana,Hyderabad,mobile,Samsung,SM-A920F,(direct),(none),(direct),4490.0,,0.0,0.0
1326328268.1704035693,30-01-2024,1706617488688579,8000140271,Pink Floral Embroidered Cropped Set,8905724000157,Pink Floral Embroidered Cropped Set:5499,8905724000157:5499,1,Co-Ords,Women,pink,India,Telangana,Hyderabad,mobile,Samsung,SM-A920F,(direct),(none),(direct),2750.0,,0.0,0.0
699021178.1706466269,30-01-2024,1706625219689762,8000140322,All About Aqua Co-ords Set,8905724368967,All About Aqua Co-ords Set:2890,8905724368967:2890,1,Women,End of Season Sale,aqua,India,Telangana,Hyderabad,mobile,Apple,iPhone,(direct),(none),(direct),1545.0,,100.0,0.0
300629818.1706621029,30-01-2024,1706623068031451,8000140321,"Shades Of Red Co-ords Set, Solid Lace Fit And Flare Kurta","8905724372919, 8905724277955","Solid Lace Fit And Flare Kurta:2199, Shades Of Red Co-ords Set:2790","8905724277955:2199, 8905724372919:2790",2,"Kurtas, Co-ords","Kurtas &amp; Kurta Sets, All Clothing",navy blue,India,Andhra Pradesh,Tirupati,mobile,Apple,iPhone,(organic),organic,google,2495.0,,0.0,0.0
1143603813.1706617678,30-01-2024,1706618527175509,8000140272,Coral Crush kurta Set,8905724318092,Coral Crush kurta Set:7590,8905724318092:7590,1,Kurta Sets,Kurtas &amp; Kurta Sets,coral,India,Uttar Pradesh,Noida,mobile,Apple,iPhone,(organic),organic,google,3415.0,,0.0,0.0
1310168838.1706603717,30-01-2024,1706604289007713,8000140267,Coral Foil Print Fit & Flare Jump Suit,8905134817406,Coral Foil Print Fit & Flare Jump Suit:3899,8905134817406:3899,1,Jumpsuits,All Clothing,coral,India,Maharashtra,Pune,desktop,Google,Chrome,(organic),organic,google,1950.0,,0.0,0.0
798333567.1639743956,30-01-2024,1706598987934115,8000140319,Candyland kurta set,8905724375996,Candyland kurta set:4990,8905724375996:4990,1,Kurta Sets,Kurtas &amp; Kurta Sets,pink,India,Maharashtra,Mumbai,mobile,Samsung,SM-A528B,(organic),organic,google,2495.0,,0.0,0.0
503156702.1697297880,30-01-2024,1706589304851191,8000140318,Ethnic Motifs Flared Skirt,8905134817703,Ethnic Motifs Flared Skirt:3299,8905134817703:3299,1,Bottoms,All Clothing,mustard,India,Karnataka,Bengaluru,mobile,Vivo,I2127,Global Desi - Brand Search Alone | Exact | (MaxClicks - 160),cpc,google,1650.0,,0.0,0.0
374443002.1701620867,30-01-2024,1706557124988766,8000140313,"Black Geometric Tunic, Black Solid Straight Kurta","8905134739579, 8905134736219, 8905134736226","Black Geometric Tunic:1599, Black Solid Straight Kurta:1799","8905134739579:1799, 8905134736226:1599, 8905134736219:1599",3,Kurtas,Kurtas &amp; Kurta Sets,black,India,Uttarakhand,Haridwar,mobile,Samsung,SM-G990E,Global Desi - Brand Search Alone | Exact | (MaxClicks - 175),cpc,google,2000.0,,0.0,0.0
4962293.1706613686,30-01-2024,1706615021921210,8000140268,"Off White Footwear, Pink Sandal, Solid Flared Slip-On Dress","8905134974819, 8905134897774, 8905134729631","Solid Flared Slip-On Dress:2399, Off White Footwear:1799, Pink Sandal:1899","8905134897774:2399, 8905134729631:1899, 8905134974819:1799",3,"Footwear, Dresses","All Accessories, All Clothing",blue,Indonesia,Jakarta,Jakarta,desktop,Apple,Safari,(organic),organic,google,2810.0,,0.0,0.0
